product id;active (0/1);name *;categories (x,y,z...);price tax excluded;tax rules id;wholesale price;on sale (0/1);discount amount;discount percent;discount from (yyyy-mm-dd);discount to (yyyy-mm-dd);reference #;supplier reference #;supplier;manufacturer;ean13;upc;MPN;ecotax;width;height;depth;weight;delivery time of in-stock products;delivery time of out-of-stock products with allowed orders;quantity;minimal quantity;low stock level;send me an email when the quantity is under this level;visibility;additional shipping cost;unity;unit price;summary;description;tags (x,y,z...);meta title;meta keywords;meta description;url rewritten;text when in stock;text when backorder allowed;available for order (0 = no, 1 = yes);product available date;product creation date;show price (0 = no, 1 = yes);image urls (x,y,z...);image alt texts (x,y,z...);delete existing images (0 = no, 1 = yes);feature(name:value:position);available online only (0 = no, 1 = yes);condition;customizable (0 = no, 1 = yes);uploadable files (0 = no, 1 = yes);text fields (0 = no, 1 = yes);out of stock action;virtual product;file url;number of allowed downloads;expiration date;number of days;id / name of shop;advanced stock management;depends on stock;warehouse;acessories  (x,y,z...)
70;1;Huggy Wuggy Popit Push Bubble Fidget;Popit;12.186992;1;;0;;;2022-12-12;2023-01-12;;;;;;;;;;;;;;;4;;;;both;8.99;;;"<p>Popit huggy wuggy</p>
<p>15x11 cm</p>
<p>Wciśnij wszystkie bąbelki, wydadzą wyraźny dźwięk POP!</p>";"<p>Huggy Wuggy w 2 wersjach kolorystycznych do wyboru: czarny, mint, fiolet. Kolor prosimy wskazać bezpośrednio w formularzu zakupowym, w polu wiadomość dla sprzedawcy.<br />-----</p>
<p>Zabawka antystresowa nawiązuje do lubianej folii bąbelkowej. Można pstrykać z bąbelków w nieskończoność. Podczas tej zabawy możemy się odprężyć i rozluźnić. Dodatkowo przyciskaniu towarzyszy charakterystyczne dźwięk POP.</p>
<p>-----</p>
<p>Zabawka jest również doskonałym narzędziem do pracy podczas zajęć sensorycznych rozwijających małą motorykę dorosłym zaś pomoże odreagować stres i wyciszyć emocje.</p>
<p>Materiał elastyczny: Silikon</p>
<p>rzeczywiste zdjęcia produktu</p>";;;;;;;;;;;;file:///images/23385-large_default-huggy-wuggy-popit-push-bubble-fidget.jpg;;;;;;;;;;;;;;;;;;;
71;1;Kostka 3x3x3 pastelowa MoYu;3x3x3;12.186992;1;;0;;;2022-12-12;2023-01-12;;;;;;;;;;;;;;;2;;;;both;8.99;;;<p>Kostka Logiczna 3x3x3 MoYu MEI LONG<br />PASTEL COLORS</p>;"<p>Kostka bez naklejek - wykonana jest w całości z barwionego plastiku.</p>
<p>Delikatna, pastelowa kolorystyka.</p>
<p>Jest szybka i stabilna - idealna do nauki oraz bicia swoich rekordów.</p>
<p>Rozmiar: 57 mm</p>
<p>Rzeczywiste zdjęcia</p>
<p>Kostka Rubika to popularna zabawka logiczna stworzona przez Erno Rubika w 1974 roku</p>
<p>Idealna na dobry prezent<br />W zestawie prosta instrukcja z prostymi algorytmami.</p>
<p> </p>
<p>Pod center capami są śrubki regulacyjne. Można ustawić kostkę według własnych preferencji.</p>
<p>Lekka, Wysokiej jakości tworzywo</p>";;;;;;;;;;;;file:///images/23346-large_default-kostka-3x3x3.jpg,file:///images/8176-large_default-kostka-3x3x3.jpg,file:///images/8174-large_default-kostka-3x3x3.jpg,file:///images/8175-large_default-kostka-3x3x3.jpg,file:///images/23343-large_default-kostka-3x3x3.jpg,file:///images/23345-large_default-kostka-3x3x3.jpg;;;;;;;;;;;;;;;;;;;
72;1;Huggy Wuggy dwustronna ośmiornica POPPY PLAYTIME;Fidget toys;24.382114;1;;0;;;2022-12-12;2023-01-12;;;;;;;;;;;;;;;9;;;;both;8.99;;;<p>Huggy Wuggy - osmiornica<br />POPPY PLAYTIME</p>;"<p>Maskotka Ośmiorniczka Octupus - dwustronna</p>
<p>__________________________________________________<br />Maskotka Octopus - doskonały pomysł na określanie i wyrażanie emocji. To również sprytny pretekst do rozmowy o nich. Dwukolorowa, dwustronna i mięciutka.</p>
<p> </p>";;;;;;;;;;;;file:///images/23333-large_default-huggy-wuggy-dwustronna-osmiornica-poppy-playtime.jpg,file:///images/23332-large_default-huggy-wuggy-dwustronna-osmiornica-poppy-playtime.jpg,file:///images/23330-large_default-huggy-wuggy-dwustronna-osmiornica-poppy-playtime.jpg,file:///images/23331-large_default-huggy-wuggy-dwustronna-osmiornica-poppy-playtime.jpg;;;;;;;;;;;;;;;;;;;
73;1;Gniotek antystresowy Pikachu fidget toy;Gniotki antystresowe;9.747967;1;;0;;;2022-12-12;2023-01-12;;;;;;;;;;;;;;;72;;;;both;8.99;;;<p>Rewelacyjny gniotek antystresowy z musem plastycznym wewnątrz.</p>;"<p>Ulubiona postać z japońskiej bajki w wersji kieszonkowej zabawki.</p>
<p>Gniotek squishy 1szt - doskonale ugniatający się. Wewnątrz wypełniony pianką plastyczną. Klasyczny gniotek w ciekawej oprawie. Możliwość ugniatania i naciągania.</p>
<p>* Rewelacyjny do ćwiczenia rączki w zabawny sposób, rekomendowany również jako narzędzie do rehabilitacji.</p>
<p>* Ćwiczy małą motorykę to doskonałe narzędzia do pracy podczas zajęć sensorycznych rozwijających małą motorykę</p>
<p>* Dorosłym osobom pomoże odreagować stres i wyciszyć emocje. Pełni funkcję gniotka odstresowywującego.</p>
<p>Uwaga! Przeznaczone do użytku pod nadzorem dorosłego.</p>";;;;;;;;;;;;file:///images/23320-large_default-gniotek-antystresowy-pikachu-fidget-toy.jpg,file:///images/23317-large_default-gniotek-antystresowy-pikachu-fidget-toy.jpg,file:///images/23318-large_default-gniotek-antystresowy-pikachu-fidget-toy.jpg,file:///images/23319-large_default-gniotek-antystresowy-pikachu-fidget-toy.jpg;;;;;;;;;;;;;;;;;;;
74;1;Gniotek jednorożec KAWAII MANGA fidget toy;Gniotki antystresowe;9.747967;1;;0;;;2022-12-12;2023-01-12;;;;;;;;;;;;;;;59;;;;both;8.99;;;<p>Rewelacyjny gniotek antystresowy z musem plastycznym wewnątrz.</p>;"<p>Magiczny Jednorożec.<br />----</p>
<p>Gniotek squishy 1szt - doskonale ugniatający się. Wewnątrz wypełniony pianką plastyczną. Klasyczny gniotek w ciekawej oprawie. Możliwość ugniatania i naciągania.</p>
<p>* Rewelacyjny do ćwiczenia rączki w zabawny sposób, rekomendowany również jako narzędzie do rehabilitacji.</p>
<p>* Ćwiczy małą motorykę to doskonałe narzędzia do pracy podczas zajęć sensorycznych rozwijających małą motorykę</p>
<p>* Dorosłym osobom pomoże odreagować stres i wyciszyć emocje. Pełni funkcję gniotka odstresowywującego.</p>
<p>----</p>
<p>Uwaga! Przeznaczone do użytku pod nadzorem dorosłego.</p>";;;;;;;;;;;;file:///images/23312-large_default-gniotek-jednorozec-kawaii-manga.jpg,file:///images/23313-large_default-gniotek-jednorozec-kawaii-manga.jpg,file:///images/23314-large_default-gniotek-jednorozec-kawaii-manga.jpg,file:///images/23315-large_default-gniotek-jednorozec-kawaii-manga.jpg,file:///images/23316-large_default-gniotek-jednorozec-kawaii-manga.jpg;;;;;;;;;;;;;;;;;;;
75;1;Popit duże pastelowe serce bubble;Popit;32.512195;1;;0;;;2022-12-12;2023-01-12;;;;;;;;;;;;;;;3;;;;both;8.99;;;<p>Pastelowe kolory, piękna zabawka antystresowa.</p>;;;;;;;;;;;;;file:///images/22410-large_default-popit-duze-pastelowe-serce-bubble-.jpg,file:///images/22411-large_default-popit-duze-pastelowe-serce-bubble-.jpg,file:///images/22412-large_default-popit-duze-pastelowe-serce-bubble-.jpg;;;;;;;;;;;;;;;;;;;
76;1;Popit konik koń zabawka antystresowa;Popit;15.439024;1;;0;;;2022-12-12;2023-01-12;;;;;;;;;;;;;;;2;;;;both;8.99;;;"<p>Zabawka pop it!</p>
<p>Tęczowy konik</p>";;;;;;;;;;;;;file:///images/22406-large_default-popit-konik-kon-zabawka-antystresowa.jpg,file:///images/22407-large_default-popit-konik-kon-zabawka-antystresowa.jpg,file:///images/22408-large_default-popit-konik-kon-zabawka-antystresowa.jpg,file:///images/22409-large_default-popit-konik-kon-zabawka-antystresowa.jpg;;;;;;;;;;;;;;;;;;;
77;1;Popit zabawka gra sensoryczna Yoda;Popit;24.382114;1;;0;;;2022-12-12;2023-01-12;;;;;;;;;;;;;;;1;;;;both;8.99;;;"<p>Fidget Toy Baby Yoda From Star Wars,</p>
<p>Sensory Bubble Pop</p>";<p>13,5 x 22 cm</p>;;;;;;;;;;;;file:///images/22403-large_default-popit-zabawka-sensoryczna-yoda.jpg,file:///images/22404-large_default-popit-zabawka-sensoryczna-yoda.jpg,file:///images/22405-large_default-popit-zabawka-sensoryczna-yoda.jpg;;;;;;;;;;;;;;;;;;;
78;1;Popit zabawka spider man pająk;Popit;24.382114;1;;0;;;2022-12-12;2023-01-12;;;;;;;;;;;;;;;3;;;;both;8.99;;;<p>Zabawka pop it z człowiekiem pająkiem.</p>;<p>13,5 x 22 cm</p>;;;;;;;;;;;;file:///images/22401-large_default-popit-zabawka-spider-man-pajak.jpg,file:///images/22402-large_default-popit-zabawka-spider-man-pajak.jpg,file:///images/22400-large_default-popit-zabawka-spider-man-pajak.jpg;;;;;;;;;;;;;;;;;;;
79;1;Kostka logiczna Mirror silver;kostki logiczne;20.317073;1;;0;;;2022-12-12;2023-01-12;;;;;;;;;;;;;;;0;;;;both;8.99;;;"<h2>Oryginalna Kostka 3x3x3 </h2>
<p>black silver</p>
<h3>Mirror od ShengShou</h3>
<p>Doskonała kostka - nasmarowana, doskonale spasowana, w ogóle się nie zacina dzięki czemu jest przyjemność z układania.</p>
<p>Są śrubki regulacyjne. Można ustawić kostkę według własnych preferencji.</p>
<p>Idealnie wyważona, wysokiej jakości tworzywo, piękny srebrny kolor</p>
<p>Rzeczywiste zdjęcia</p>";"<p>Idealna także na dobry prezent</p>
<p>W oryginalnym opakowaniu znajduje się prosta instrukcja</p>
<p>Jak każda kostka od ShengShou doskonale ""tnie"" boki.</p>
<p>Polecamy, to najlepszy mirror</p>";;;;;;;;;;;;file:///images/6631-large_default-kostka-logiczna-mirror-silver.jpg,file:///images/6630-large_default-kostka-logiczna-mirror-silver.jpg,file:///images/6632-large_default-kostka-logiczna-mirror-silver.jpg,file:///images/6633-large_default-kostka-logiczna-mirror-silver.jpg,file:///images/6634-large_default-kostka-logiczna-mirror-silver.jpg;;;;;;;;;;;;;;;;;;;
80;1;Kukurydza gniotek antystresowy Fidget;Gniotki antystresowe;7.308943;1;;0;;;2022-12-12;2023-01-12;;;;;;;;;;;;;;;25;;;;both;8.99;;;<p>REWELACYJNA KUKURYDZA<br />gniotek antystresowy musem plastycznym wewnątrz.</p>;"<p>Wymiary:</p>
<p>11,5 x 4,2 cm</p>
<p>Kukurydza<br />* miły w dotyku, umili czas</p>
<p>* odpręży, miło przelewające sie kuleczki żelowe</p>
<p>* łatwy do pielęgnacji, wystarczy umyć go pod wodą</p>
<p>Rewelacyjny ściskacz o ciekawym wyglądzie.<br />----</p>
<p>Gniotek squishy 1szt - doskonale ugniatający się. Wewnątrz wypełniony pianką plastyczną. Klasyczny gniotek w ciekawej oprawie. Możliwość ugniatania i naciągania.</p>
<p>* Rewelacyjny do ćwiczenia rączki w zabawny sposób, rekomendowany również jako narzędzie do rehabilitacji.</p>
<p>* Ćwiczy małą motorykę to doskonałe narzędzia do pracy podczas zajęć sensorycznych rozwijających małą motorykę</p>
<p>* Dorosłym osobom pomoże odreagować stres i wyciszyć emocje. Pełni funkcję gniotka odstresowywującego.</p>
<p>----</p>
<p>Uwaga! Przeznaczone do użytku pod nadzorem dorosłego.</p>
<p> </p>";;;;;;;;;;;;file:///images/22189-large_default-kukurydza-gniotek-antystresowy-fidget.jpg,file:///images/22187-large_default-kukurydza-gniotek-antystresowy-fidget.jpg,file:///images/22188-large_default-kukurydza-gniotek-antystresowy-fidget.jpg;;;;;;;;;;;;;;;;;;;
81;1;Gniotek wilkołak czarny fidget toy;Gniotki antystresowe;8.12195;1;;0;;;2022-12-12;2023-01-12;;;;;;;;;;;;;;;5;;;;both;8.99;;;"<p>Gniotek antystresowy typu orbeez.</p>
<p>Idealny dla chłopaka.</p>
<p>Drapieżny, straszny :)</p>";;;;;;;;;;;;;file:///images/22185-large_default-gniotek-wilkolak-czarny-fidget-toy.jpg,file:///images/22186-large_default-gniotek-wilkolak-czarny-fidget-toy.jpg;;;;;;;;;;;;;;;;;;;
82;1;Pop it gra popitgame tęczowa z kostkami;Popit;52.837398;1;;0;;;2022-12-12;2023-01-12;;;;;;;;;;;;;;;1;;;;both;8.99;;;"<p>Gra pop it z kostkami</p>
<p>Wymiary: 30x30cm</p>";;;;;;;;;;;;;file:///images/22149-large_default-pop-it-gra-popitgame-teczowa-z-kostkami.jpg,file:///images/22150-large_default-pop-it-gra-popitgame-teczowa-z-kostkami.jpg,file:///images/22151-large_default-pop-it-gra-popitgame-teczowa-z-kostkami.jpg,file:///images/22152-large_default-pop-it-gra-popitgame-teczowa-z-kostkami.jpg;;;;;;;;;;;;;;;;;;;
83;1;Popit truskawka;Popit;16.252033;1;;0;;;2022-12-12;2023-01-12;;;;;;;;;;;;;;;6;;;;both;8.99;;;"<p>Pop it truskawka.</p>
<p>Zabawka antystresowa.</p>";;;;;;;;;;;;;file:///images/22048-large_default-popit-truskawka.jpg,file:///images/22049-large_default-popit-truskawka.jpg;;;;;;;;;;;;;;;;;;;
84;1;Dragon Fruit Pop It Toy Smoczy owoc;Popit;16.252033;1;;0;;;2022-12-12;2023-01-12;;;;;;;;;;;;;;;3;;;;both;8.99;;;"<p>Pitaja lub smoczy owoc, truskawkowa gruszka.</p>
<p></p>";;;;;;;;;;;;;file:///images/22046-large_default-dragon-fruit-pop-it-toy-smoczy-owoc.jpg,file:///images/22047-large_default-dragon-fruit-pop-it-toy-smoczy-owoc.jpg;;;;;;;;;;;;;;;;;;;
85;1;Popit koparka;Popit;16.252033;1;;0;;;2022-12-12;2023-01-12;;;;;;;;;;;;;;;10;;;;both;8.99;;;"<p>Tęczowa koparka. zabawka antystresowa.</p>
<p>Super pop it, nie tylko dla chłopca</p>";;;;;;;;;;;;;file:///images/22042-large_default-popit-koparka-.jpg,file:///images/22043-large_default-popit-koparka-.jpg,file:///images/22044-large_default-popit-koparka-.jpg,file:///images/22045-large_default-popit-koparka-.jpg;;;;;;;;;;;;;;;;;;;
86;1;Popit peppa świnka;Popit;18.691057;1;;0;;;2022-12-12;2023-01-12;;;;;;;;;;;;;;;4;;;;both;8.99;;;<p>Pastelowy popit świnka</p>;;;;;;;;;;;;;file:///images/22041-large_default-popit-peppa-swinka.jpg;;;;;;;;;;;;;;;;;;;
87;1;Popit piłka nożna;Popit;16.252033;1;;0;;;2022-12-12;2023-01-12;;;;;;;;;;;;;;;10;;;;both;8.99;;;"<p>pop it kształt piłki nożnej.</p>
<p>16 x 16cm</p>";;;;;;;;;;;;;file:///images/22040-large_default-popit-pilka-nozna.jpg;;;;;;;;;;;;;;;;;;;
88;1;Popit tęczowy krokodyl;Popit;16.252033;1;;0;;;2022-12-12;2023-01-12;;;;;;;;;;;;;;;3;;;;both;8.99;;;"<p>Krokodyl potrafi ugryźć.</p>
<p>Tęczowa zabawka antystresowa pop it.</p>";;;;;;;;;;;;;file:///images/22039-large_default-popit-teczowy-krokodyl.jpg;;;;;;;;;;;;;;;;;;;
89;1;Popit ryba wieloryb;Popit;16.252033;1;;0;;;2022-12-12;2023-01-12;;;;;;;;;;;;;;;8;;;;both;8.99;;;"<p>Popit w kształcie wieloryba.</p>
<p>Zabawka antystresowa</p>
<p>17 x 21 x 1,5 cm</p>";;;;;;;;;;;;;file:///images/22037-large_default-popit-ryba-wieloryb.jpg,file:///images/22038-large_default-popit-ryba-wieloryb.jpg;;;;;;;;;;;;;;;;;;;
90;1;Zestaw fidget toys torebka jednorożec popit;Zestawy antystresowe;37.066666;1;;1;;20;2022-12-12;2023-01-12;;;;;;;;;;;;;;;18;;;;both;8.99;;;<p>Zestaw zabawek sensorycznych<br />Torebka, portfelik Piórnik Pop it! + akcesoria<br />1 gniotek unicorn + 1 gniotek tęczowa kula</p>;"<p><br />Pojemny piórnik antystresowy :) Wciśnij wszystkie bąbelki, wydadzą wyraźny dźwięk POP! Noś ze sobą wszystkie potrzebne rzeczy i umilaj sobie czas :)</p>
<p>Jednorożec fidget toy Torebeczka Saszetka</p>
<p>Wyjątkowo pojemny. Łatwy do pielęgnacji. Piękny estetyczny jednorożec. Przepiękne kolory. Ramionko z regulacją.</p>
<p>Materiał elastyczny: Silikon</p>
<p>rzeczywiste zdjęcia produktu</p>
<p> </p>
<p>Długa smycz z regulacją.</p>
<p>Materiał elastyczny: Silikon</p>
<p>rzeczywiste zdjęcia produktu</p>";;;;;;;;;;;;file:///images/23845-large_default-zestaw-fidget-toys-torebka-jednorozec-popit.jpg,file:///images/23846-large_default-zestaw-fidget-toys-torebka-jednorozec-popit.jpg,file:///images/21714-large_default-zestaw-fidget-toys-torebka-jednorozec-popit.jpg,file:///images/21712-large_default-zestaw-fidget-toys-torebka-jednorozec-popit.jpg,file:///images/21715-large_default-zestaw-fidget-toys-torebka-jednorozec-popit.jpg,file:///images/21713-large_default-zestaw-fidget-toys-torebka-jednorozec-popit.jpg,file:///images/21727-large_default-zestaw-fidget-toys-torebka-jednorozec-popit.jpg,file:///images/21729-large_default-zestaw-fidget-toys-torebka-jednorozec-popit.jpg,file:///images/21728-large_default-zestaw-fidget-toys-torebka-jednorozec-popit.jpg,file:///images/21710-large_default-zestaw-fidget-toys-torebka-jednorozec-popit.jpg,file:///images/21711-large_default-zestaw-fidget-toys-torebka-jednorozec-popit.jpg,file:///images/23847-large_default-zestaw-fidget-toys-torebka-jednorozec-popit.jpg,file:///images/23848-large_default-zestaw-fidget-toys-torebka-jednorozec-popit.jpg,file:///images/23849-large_default-zestaw-fidget-toys-torebka-jednorozec-popit.jpg,file:///images/25222-large_default-zestaw-fidget-toys-torebka-jednorozec-popit.jpg,file:///images/25223-large_default-zestaw-fidget-toys-torebka-jednorozec-popit.jpg,file:///images/25224-large_default-zestaw-fidget-toys-torebka-jednorozec-popit.jpg;;;;;;;;;;;;;;;;;;;
91;1;Gniotek ZABAWKA SENSORYCZNA pies;Gniotki antystresowe;5.682927;1;;0;;;2022-12-12;2023-01-12;;;;;;;;;;;;;;;1;;;;both;8.99;;;<p>Pies gniotek antystresowy z talkiem</p>;"<p>Rewelacyjny ściskacz z dużą ilością plastycznego piasku<br />----</p>
<p>Możliwość ugniatania i naciągania. Rewelacyjny do ćwiczenia małej motoryki. Polecany jako narzędzie do rehabilitacji. Sprawdza się przy ćwiczeniach IS</p>
<p>* Rewelacyjny do ćwiczenia rączki w zabawny sposób, rekomendowany również jako narzędzie do rehabilitacji.</p>
<p>* Ćwiczy małą motorykę to doskonałe narzędzia do pracy podczas zajęć sensorycznych rozwijających małą motorykę</p>
<p>* Dorosłym osobom starszych pomoże odreagować stres i wyciszyć emocje. Pełni funkcję gniotka odstresowywującego.</p>
<p>----</p>
<p>Uwaga! Przeznaczone do użytku pod nadzorem dorosłego.</p>
<p> </p>
<p>Plastyczny Piesek Ananasek<br />* bardzo plastyczny</p>
<p>* polecany jako zabawka do rehabilitacji</p>
<p>* łatwy do pielęgnacji, wystarczy umyć go pod wodą</p>
<p>W przypadku braku wskazania koloru, kolor niespodzianka. Istnieje możliwość wskazania kolorystyki dla chłopca lub dla dziewczynki.</p>";;;;;;;;;;;;file:///images/21206-large_default-gniotek-zabawka-sensoryczna-pies.jpg,file:///images/21204-large_default-gniotek-zabawka-sensoryczna-pies.jpg,file:///images/21203-large_default-gniotek-zabawka-sensoryczna-pies.jpg,file:///images/21205-large_default-gniotek-zabawka-sensoryczna-pies.jpg,file:///images/24306-large_default-gniotek-zabawka-sensoryczna-pies.jpg,file:///images/24307-large_default-gniotek-zabawka-sensoryczna-pies.jpg;;;;;;;;;;;;;;;;;;;
92;1;Mystery BOX Fidget toys;Mystery BOX;32.513821;1;;1;;20;2022-12-12;2023-01-12;;;;;;;;;;;;;;;963;;;;both;8.99;;;"<p>zestaw 10 szt. gadżetów antystresowych</p>
<p>Do wyboru trzy wersje specjalnie wyselekcjonowane:</p>
<p>- dla dziewczyny <br />- dla chłopaka<br />- miks dla chłopaka i dla dziewczyny</p>";"<h2>Mystery BOX to doskonały pomysł na prezent! <br />Idealny dla dzieci, młodzieży. Zabawne gadżety ucieszą również dorosłych.</h2>
<p> </p>
<p>SquishySquishies istnieje od 2015 roku, specjalizuje się w sprzedaży zabawek sensorycznych, squishy, gniotków, mas plastycznych typu slime i wielu inny zabawek kreatywnych.</p>
<h2>Zawartość opakowania: 10 fidgetów.</h2>
<p>Zabawki to również doskonałe narzędzia do pracy podczas zajęć sensorycznych rozwijających małą motorykę, dorosłym zaś pomogą odreagować stres i wyciszyć emocje.</p>
<p> </p>
<p>Simple dimple, Simple dimple breloczki, POP IT - push bubble, POP IT breloczki, wężyki twister, kolorowe kule logiczne, gniotki mochi squishy, opaski pop it, kostki antystresowe infinity, kostki sensoryczne, gniotki squishy, kule sensoryczne z kulkami orbeez, pop tubes, Snappery, Sticky gniotki, noodle stretch strings MONKEY NOODLE, Simple dimple spinnery, antystresowe pierścienie magnetyczne, długopisy fidget, fistaszki, fasolki, wiewiórki .... :)</p>";;;;;;;;;;;;file:///images/21116-large_default-mystery-box-fidget-toys-xxl.jpg,file:///images/21103-large_default-mystery-box-fidget-toys-xxl.jpg,file:///images/21104-large_default-mystery-box-fidget-toys-xxl.jpg,file:///images/21809-large_default-mystery-box-fidget-toys-xxl.jpg,file:///images/21105-large_default-mystery-box-fidget-toys-xxl.jpg,file:///images/21106-large_default-mystery-box-fidget-toys-xxl.jpg,file:///images/21107-large_default-mystery-box-fidget-toys-xxl.jpg,file:///images/21108-large_default-mystery-box-fidget-toys-xxl.jpg,file:///images/21109-large_default-mystery-box-fidget-toys-xxl.jpg,file:///images/21110-large_default-mystery-box-fidget-toys-xxl.jpg,file:///images/21111-large_default-mystery-box-fidget-toys-xxl.jpg,file:///images/21112-large_default-mystery-box-fidget-toys-xxl.jpg,file:///images/21117-large_default-mystery-box-fidget-toys-xxl.jpg,file:///images/21118-large_default-mystery-box-fidget-toys-xxl.jpg,file:///images/21180-large_default-mystery-box-fidget-toys-xxl.jpg,file:///images/21181-large_default-mystery-box-fidget-toys-xxl.jpg,file:///images/21182-large_default-mystery-box-fidget-toys-xxl.jpg,file:///images/21183-large_default-mystery-box-fidget-toys-xxl.jpg,file:///images/21804-large_default-mystery-box-fidget-toys-xxl.jpg,file:///images/21805-large_default-mystery-box-fidget-toys-xxl.jpg,file:///images/21806-large_default-mystery-box-fidget-toys-xxl.jpg,file:///images/21808-large_default-mystery-box-fidget-toys-xxl.jpg;;;;;;;;;;;;;;;;;;;
93;1;Fidget toys banan zabawka sensoryczna;Fidget toys;5.682927;1;;0;;;2022-12-12;2023-01-12;;;;;;;;;;;;;;;89;;;;both;8.99;;;<p>Brelok banan z buźkami</p>;"<p>- działa antystresowo i odstresowująco</p>
<p>- dla dzieci i dorosłych</p>
<p>- terapia sensoryczna</p>
<p>- pomoc w ćwiczeniu uścisku, palców</p>
<p>- zabawny bananek :)</p>";;;;;;;;;;;;file:///images/20864-large_default-fidget-toys-banan-zabawka-sensoryczna.jpg,file:///images/20861-large_default-fidget-toys-banan-zabawka-sensoryczna.jpg,file:///images/20862-large_default-fidget-toys-banan-zabawka-sensoryczna.jpg,file:///images/20863-large_default-fidget-toys-banan-zabawka-sensoryczna.jpg;;;;;;;;;;;;;;;;;;;
94;1;Gniotek hamburger;Gniotki antystresowe;8.12195;1;;0;;;2022-12-12;2023-01-12;;;;;;;;;;;;;;;25;;;;both;8.99;;;"<p>Rewelacyjny gniotek <br />Hamburger Kanapka<br />Wyjątkowo ciekawy i wesoły gniotek piankowy.</p>
<p>Delikatny a zarazem sprężysty w dotyku.</p>";"<p>* Wypełniony piankową masą<br />* Nowa plastyczna formuła<br />* Dodatkowe doznania sensoryczne dzięki płynnej konsystencji wewnątrz</p>
<p>Doskonale ugniatająca się kanapeczka :). Wnętrze wypełnione masą piankową. Można ją ugniatać i ugniatać :). Klasyczne gniotki w nowatorskiej formule - piankolina niczym budyń w sylikonowej bańce. Możliwość ugniatania i naciągania. Gniotka można w każdej chwili umyć pod wodą.</p>
<p> </p>
<p>* Rewelacyjny do ćwiczenia rączki w zabawny sposób, rekomendowany również jako narzędzie do rehabilitacji.<br />* Ćwiczy małą motorykę to doskonałe narzędzia do pracy podczas zajęć sensorycznych rozwijających małą motorykę<br />* Dorosłym osobom pomoże odreagować stres i wyciszyć emocje. Pełni funkcję gniotka odstresowywującego.<br />* Pomocny w ćwiczeniu skupienia uwagi np. podczas zajęć.<br />----</p>
<p>Istnieje możliwość wskazania koloru w formularzu zakupowym w polu wiadomość dla sprzedającego.</p>
<p>Uwaga! Przeznaczone do użytku pod nadzorem dorosłego.</p>";;;;;;;;;;;;file:///images/20736-large_default-gniotek-hamburger.jpg,file:///images/20739-large_default-gniotek-hamburger.jpg,file:///images/20735-large_default-gniotek-hamburger.jpg,file:///images/20737-large_default-gniotek-hamburger.jpg,file:///images/20738-large_default-gniotek-hamburger.jpg;;;;;;;;;;;;;;;;;;;
95;1;Gniotek z piankę durian owoc 4 szt.;Gniotki antystresowe;5.682927;1;;0;;;2022-12-12;2023-01-12;;;;;;;;;;;;;;;0;;;;both;8.99;;;"<p>Gniotek Zakazany Owoc </p>
<p>DURIAN</p>
<h2>Wyjątkowo ciekawy gniotek piankowy.</h2>
<p></p>";"<p>Delikatny a zarazem sprężysty w dotyku.</p>
<p>Wypełniony piankową masą. </p>
<p>Nowa plastyczna formuła. </p>
<p></p>
<p>Dodatkowe doznania sensoryczne dzięki wypustkom.</p>
<p></p>
<p>Doskonale ugniatające się durian.  Wnętrze wypełnione masą piankową.</p>
<p>Można ją ugniatać i ugniatać :). Klasyczne gniotki w nowatorskiej formule - pianka slime w sylikonowej bańce.</p>
<p>Możliwość ugniatania i naciągania.</p>
<h3>Gniotka można w każdej chwili umyć pod wodą.</h3>
<p><strong>Kolor zielony, cytrynowy lub pomarańczowy.</strong></p>
<h2>* Rewelacyjny do ćwiczenia rączki w zabawny sposób, rekomendowany również jako narzędzie do rehabilitacji.</h2>
<p>* Ćwiczy małą motorykę to doskonałe narzędzia do pracy podczas zajęć sensorycznych rozwijających małą motorykę</p>
<p>* Dorosłym osobom pomoże odreagować stres i wyciszyć emocje. Pełni funkcję gniotka odstresowywującego.</p>
<p>* Pomocny w ćwiczeniu skupienia uwagi np. podczas zajęć.</p>
<p></p>
<p>Istnieje możliwość wskazania koloru w formularzu zakupowym w polu wiadomość dla sprzedającego.</p>
<p></p>
<p><strong>Uwaga! Przeznaczone do użytku pod nadzorem dorosłego.</strong></p>";;;;;;;;;;;;file:///images/20563-large_default-gniotek-z-pianke-durian-owoc-4-szt.jpg,file:///images/20565-large_default-gniotek-z-pianke-durian-owoc-4-szt.jpg,file:///images/20650-large_default-gniotek-z-pianke-durian-owoc-4-szt.jpg,file:///images/20651-large_default-gniotek-z-pianke-durian-owoc-4-szt.jpg;;;;;;;;;;;;;;;;;;;
