product id;active (0/1);name *;categories (x,y,z...);price tax excluded;tax rules id;wholesale price;on sale (0/1);discount amount;discount percent;discount from (yyyy-mm-dd);discount to (yyyy-mm-dd);reference #;supplier reference #;supplier;manufacturer;ean13;upc;MPN;ecotax;width;height;depth;weight;delivery time of in-stock products;delivery time of out-of-stock products with allowed orders;quantity;minimal quantity;low stock level;send me an email when the quantity is under this level;visibility;additional shipping cost;unity;unit price;summary;description;tags (x,y,z...);meta title;meta keywords;meta description;url rewritten;text when in stock;text when backorder allowed;available for order (0 = no, 1 = yes);product available date;product creation date;show price (0 = no, 1 = yes);image urls (x,y,z...);image alt texts (x,y,z...);delete existing images (0 = no, 1 = yes);feature(name:value:position);available online only (0 = no, 1 = yes);condition;customizable (0 = no, 1 = yes);uploadable files (0 = no, 1 = yes);text fields (0 = no, 1 = yes);out of stock action;virtual product;file url;number of allowed downloads;expiration date;number of days;id / name of shop;advanced stock management;depends on stock;warehouse;acessories  (x,y,z...)
142;1;Zestaw fidget toys zabawki antystresowe;Zestawy antystresowe;58.732927;1;;1;;15;2022-12-12;2023-01-12;;;;;;;;;;;;;;;3;;;;both;8.99;;;"<p style=""font-family: Helvetica, Tahoma, Verdana, Arial, sans-serif; font-size: 13.3333px;""><strong>Zestaw zabawek sensorycznych:</strong></p>
<h2 style=""font-family: Helvetica, Tahoma, Verdana, Arial, sans-serif; font-size: 13.3333px;"">Summer Party</h2>
<p style=""font-family: Helvetica, Tahoma, Verdana, Arial, sans-serif; font-size: 13.3333px;"">1. POP IT PUSH BUBBLE - silikonowe bąbelki 1 szt.</p>
<p style=""font-family: Helvetica, Tahoma, Verdana, Arial, sans-serif; font-size: 13.3333px;"">2. Brelok słodka ośmiorniczka - 1 szt.</p>
<p style=""font-family: Helvetica, Tahoma, Verdana, Arial, sans-serif; font-size: 13.3333px;"">3. Piankolina - Zestaw 12 szt.  Magic Clay </p>
<p style=""font-family: Helvetica, Tahoma, Verdana, Arial, sans-serif; font-size: 13.3333px;"">4. Gniotek mochi w piłce 1 szt.</p>
<p style=""font-family: Helvetica, Tahoma, Verdana, Arial, sans-serif; font-size: 13.3333px;"">5. Fasolka Fidget 1 szt.</p>
<p style=""font-family: Helvetica, Tahoma, Verdana, Arial, sans-serif; font-size: 13.3333px;"">6. SIMPLE DIMPLE and SPINNER POP IT - 1 szt.</p>
<p style=""font-family: Helvetica, Tahoma, Verdana, Arial, sans-serif; font-size: 13.3333px;"">7. Slime Diament żelowa stretch masa metaliczna 1 szt</p>
<p style=""font-family: Helvetica, Tahoma, Verdana, Arial, sans-serif; font-size: 13.3333px;""></p>";"<p>1. POP IT Zabawka antystresowa nawiązuje do lubianej folii bąbelkowej. Można pstrykać z bąbelków w nieskończoność. Podczas tej zabawy możemy się odprężyć i rozluźnić. Dodatkowo przyciskaniu towarzyszy charakterystyczny dźwięk. Wykonany z sylikonu.</p>
<p></p>
<p>2. Kulka Kostka Logiczna 1szt- zapewnia doskonałą gimnastykę dłoni i umysłu. Należy przyciskać, przesuwać i dopasować w odpowiednie miejsca.</p>
<p></p>
<p>3. Pianki Magic Clay 12szt- Plastelina, piankolina w nowej niebrudzącej formule. Zapewnia wiele godzin wspaniałej kreatywnej zabawy. Jej ugniatanie jest ciekawym doznaniem gdyż jest ona bardzo miła w dotyku i plastyczna. W celu zapewnienia jej długiej przydatności należy zamykać ją w szczelnym pojemniku. Nie zabezpieczona wystyga i można z niej tworzyć kształty, które trwale zastygną,  niczym z modeliny. </p>
<p></p>
<p>4. Piłka z mochi - ciekawe doznania wzrokowe gdyż zwierzak zatopiony jest w magicznej kuli z wodą oraz cekinami- to prawdziwa świecąca niespodzianka oraz doskonałe ćwiczenia rączek. Piłkę można podrzucać, turlać lub delikatnie odbijać. 1szt z pośród prezentowanych.</p>
<p></p>
<p>5. Wesoła fasolka do zajęcia niespokojnych dłoni 1szt</p>
<p></p>
<p>6. Simple Dimple Spinner Pop It wesoły dimple to zrelaksowania się podczas obracania i pykania. Wersja kieszonkowa, pięknie kolorowa.</p>
<p></p>
<p>7. Slime Diamnet żelowa masa fioletowa, perłowa, zielona, różowa lub pomarańczowa.</p>
<p></p>
<p>8. Mochi słodki zwierzaczek gniotek 1szt.</p>
<p></p>
<p></p>
<p></p>
<p>Zabawki to również doskonałe narzędzia do pracy podczas zajęć sensorycznych rozwijających małą motorykę, dorosłym zaś pomogą odreagować stres i wyciszyć emocje.</p>
<p></p>
<p></p>
<p></p>
<p>Uwaga! Przeznaczone do użytku pod nadzorem dorosłego.</p>";;;;;;;;;;;;file:///images/20031-large_default-zestaw-fidget-toys-zabawki-antystresowe.jpg,file:///images/19565-large_default-zestaw-fidget-toys-zabawki-antystresowe.jpg,file:///images/19572-large_default-zestaw-fidget-toys-zabawki-antystresowe.jpg,file:///images/19917-large_default-zestaw-fidget-toys-zabawki-antystresowe.jpg,file:///images/20034-large_default-zestaw-fidget-toys-zabawki-antystresowe.jpg,file:///images/19571-large_default-zestaw-fidget-toys-zabawki-antystresowe.jpg,file:///images/19791-large_default-zestaw-fidget-toys-zabawki-antystresowe.jpg,file:///images/19792-large_default-zestaw-fidget-toys-zabawki-antystresowe.jpg,file:///images/19566-large_default-zestaw-fidget-toys-zabawki-antystresowe.jpg,file:///images/19569-large_default-zestaw-fidget-toys-zabawki-antystresowe.jpg,file:///images/19570-large_default-zestaw-fidget-toys-zabawki-antystresowe.jpg,file:///images/19681-large_default-zestaw-fidget-toys-zabawki-antystresowe.jpg,file:///images/19918-large_default-zestaw-fidget-toys-zabawki-antystresowe.jpg,file:///images/19916-large_default-zestaw-fidget-toys-zabawki-antystresowe.jpg;;;;;;;;;;;;;;;;;;;
143;1;Pop it Lód icecream bubble;Popit;16.252033;1;;0;;;2022-12-12;2023-01-12;;;;;;;;;;;;;;;46;;;;both;8.99;;;"<p>Fidget toy - Popit - kolorowy lód z literkami.</p>
<p>Wspaniałe, pastelowe kolory</p>";"<p>Wciśnij wszystkie bąbelki, wydadzą wyraźny dźwięk POP!</p>
<p>Pastelowy fidget toy - wersja Summer Party !<br />-----</p>
<p>Zabawka antystresowa nawiązuje do lubianej folii bąbelkowej. Można pstrykać z bąbelków w nieskończoność. Podczas tej zabawy możemy się odprężyć i rozluźnić. Dodatkowo przyciskaniu towarzyszy charakterystyczne dźwięk POP.</p>
<p>-----</p>
<p>Zabawka jest również doskonałym narzędziem do pracy podczas zajęć sensorycznych rozwijających małą motorykę dorosłym zaś pomoże odreagować stres i wyciszyć emocje.</p>
<p>Materiał elastyczny: Silikon</p>
<p>rzeczywiste zdjęcia produktu</p>";;;;;;;;;;;;file:///images/19552-large_default-pop-it-lod-icecream-bubble.jpg,file:///images/19553-large_default-pop-it-lod-icecream-bubble.jpg,file:///images/19554-large_default-pop-it-lod-icecream-bubble.jpg,file:///images/19555-large_default-pop-it-lod-icecream-bubble.jpg,file:///images/19556-large_default-pop-it-lod-icecream-bubble.jpg;;;;;;;;;;;;;;;;;;;
144;1;Spinner dimple fidget toy;Fidget toys;20.317073;1;;0;;;2022-12-12;2023-01-12;;;;;;;;;;;;;;;1;;;;both;8.99;;;"<p>dwa w jednym. Dimple pop it + spinner</p>
<p>Karuzela ruletka.</p>
<p>Kolor do wyboru.</p>
<p>W zestawie zawieszka.</p>";;;;;;;;;;;;;file:///images/19531-large_default-spinner-dimple-fidget-toy.jpg,file:///images/19530-large_default-spinner-dimple-fidget-toy.jpg,file:///images/19535-large_default-spinner-dimple-fidget-toy.jpg,file:///images/19536-large_default-spinner-dimple-fidget-toy.jpg;;;;;;;;;;;;;;;;;;;
145;1;Antystresowe pierścienie magnetyczne fidget toy;Fidget toys;13.813009;1;;0;;;2022-12-12;2023-01-12;;;;;;;;;;;;;;;8;;;;both;8.99;;;<p>Ringi - pierścienie magnetyczne, antystresowe 3szt</p>;<p>Pierścienie magnetyczne antystresowe - rewelacyjna zabawa na wiele godzin.</p>;;;;;;;;;;;;file:///images/19465-large_default-antystresowe-pierscienie-magnetyczne-fidget-toy.jpg,file:///images/19466-large_default-antystresowe-pierscienie-magnetyczne-fidget-toy.jpg;;;;;;;;;;;;;;;;;;;
146;1;Fidget toy spinner mini simple dimple;Fidget toys;12.186992;1;;0;;;2022-12-12;2023-01-12;;;;;;;;;;;;;;;3;;;;both;8.99;;;<p>Poręczny spinner + pop it</p>;<p>Różne wzory do wyboru.</p>;;;;;;;;;;;;file:///images/19403-large_default-fidget-toy-spinner-mini-simple-dimple.jpg,file:///images/19395-large_default-fidget-toy-spinner-mini-simple-dimple.jpg,file:///images/19394-large_default-fidget-toy-spinner-mini-simple-dimple.jpg,file:///images/19396-large_default-fidget-toy-spinner-mini-simple-dimple.jpg,file:///images/19397-large_default-fidget-toy-spinner-mini-simple-dimple.jpg,file:///images/19398-large_default-fidget-toy-spinner-mini-simple-dimple.jpg,file:///images/19399-large_default-fidget-toy-spinner-mini-simple-dimple.jpg,file:///images/19400-large_default-fidget-toy-spinner-mini-simple-dimple.jpg,file:///images/19401-large_default-fidget-toy-spinner-mini-simple-dimple.jpg,file:///images/19402-large_default-fidget-toy-spinner-mini-simple-dimple.jpg;;;;;;;;;;;;;;;;;;;
147;1;Fidget toy spinner pop it motyl;Fidget toys;30.073171;1;;0;;;2022-12-12;2023-01-12;;;;;;;;;;;;;;;22;;;;both;8.99;;;"<p>Fantastyczna zabawka antystresowa.</p>
<p>Motyl z nadrukiem. Wzór jednorożca i super kolorowe pop it.</p>
<p></p>
<p>Możliwość zawieszenia na smyczy.</p>";"<p>Fidget Toy Dimple Ruletka</p>
<p>bąbelki do wciskania</p>
<p>wyraźny dźwięk POP! podczas wciskania.</p>
<p></p>
<p>Wysokiej jakości plastik. Nietoksyczny. Nie zawiera BPA. Wgłębienia są w 100% wykonane z silikonu spożywczego. Łatwe przechowywanie i czyszczenie</p>";;;;;;;;;;;;file:///images/19390-large_default-fidget-toy-spinner-pop-it.jpg,file:///images/19389-large_default-fidget-toy-spinner-pop-it.jpg,file:///images/19391-large_default-fidget-toy-spinner-pop-it.jpg,file:///images/19392-large_default-fidget-toy-spinner-pop-it.jpg,file:///images/19393-large_default-fidget-toy-spinner-pop-it.jpg;;;;;;;;;;;;;;;;;;;
148;1;Zestaw fidget toys minnie pop it;Zestawy antystresowe;97.552846;1;;0;;;2022-12-12;2023-01-12;;;;;;;;;;;;;;;0;;;;both;8.99;;;<p>Mega zestaw zabawek antystresowych:<br />14 szt najlepszych fidgetów w jednym zestawie.</p>;"<p>1. POP IT PUSH BUBBLE silikonowe bąbelki 1szt.<br />2. Sticky gniotek z kuleczkami 1 szt.<br />3. Kula Logiczna motoryczna 1 szt.<br />4. Snapper - głośne pop it! 1 szt.<br />5. Fluo neon sticky kule gniotki z pianką wewnątrz 3 szt.<br />6. Zip zamek antystresowy 1 szt.<br />7. Gniotek wesoły krab z kuleczkami orbeez 1 szt.<br />8. Masa slime z brokatem w babeczce 1 szt.<br />9. Legendary Fidget Wiewióra 1 szt.<br />10. Gniotek z fluo kulkami wewnątrz 1 szt.<br />11. Kostka motoryczna 1 szt.</p>
<p> </p>
<p>W przypadku braku wskazania we wiadomości dla sprzedającego bezpośrednio w formularzu zakupowym ""pole wiadomość dla sprzedawcy"" - wzór niespodzianka, zawsze pięknie kolorowe widoczny na zdjęciach.</p>
<p>Istnieje możliwość wskazania opcji kolorystycznej dla dziewczynki lub dla chłopca.</p>
<p>------------</p>
<p>Zabawki to również doskonałe narzędzia do pracy podczas zajęć sensorycznych rozwijających małą motorykę, dorosłym zaś pomogą odreagować stres i wyciszyć emocje.</p>
<p>------------</p>
<p>Uwaga! Przeznaczone do użytku pod nadzorem dorosłego.</p>";;;;;;;;;;;;file:///images/20090-large_default-zestaw-fidget-toys-minnie-pop-it.jpg,file:///images/19341-large_default-zestaw-fidget-toys-minnie-pop-it.jpg,file:///images/19345-large_default-zestaw-fidget-toys-minnie-pop-it.jpg,file:///images/20089-large_default-zestaw-fidget-toys-minnie-pop-it.jpg,file:///images/19346-large_default-zestaw-fidget-toys-minnie-pop-it.jpg,file:///images/19351-large_default-zestaw-fidget-toys-minnie-pop-it.jpg,file:///images/19352-large_default-zestaw-fidget-toys-minnie-pop-it.jpg,file:///images/19353-large_default-zestaw-fidget-toys-minnie-pop-it.jpg,file:///images/19961-large_default-zestaw-fidget-toys-minnie-pop-it.jpg,file:///images/19913-large_default-zestaw-fidget-toys-minnie-pop-it.jpg,file:///images/19347-large_default-zestaw-fidget-toys-minnie-pop-it.jpg,file:///images/19356-large_default-zestaw-fidget-toys-minnie-pop-it.jpg,file:///images/19387-large_default-zestaw-fidget-toys-minnie-pop-it.jpg,file:///images/19906-large_default-zestaw-fidget-toys-minnie-pop-it.jpg,file:///images/19908-large_default-zestaw-fidget-toys-minnie-pop-it.jpg,file:///images/19912-large_default-zestaw-fidget-toys-minnie-pop-it.jpg;;;;;;;;;;;;;;;;;;;
149;1;Dimple Spinner pop it zabawka antystresowa;Fidget toys;27.635366;1;;1;;15;2022-12-12;2023-01-12;;;;;;;;;;;;;;;2;;;;both;8.99;;;"<p>Połączenie simple dimple pop it i spinnera.</p>
<p>Zabawka antystresowa lub gra.</p>
<p>średnica 15cm</p>";"<p>Fidget Toy Dimple Ruletka</p>
<p>bąbelki do wciskania</p>
<p>wyraźny dźwięk POP! podczas wciskania.</p>
<p></p>
<p>Wysokiej jakości plastik. Nietoksyczny. Nie zawiera BPA. Wgłębienia są w 100% wykonane z silikonu spożywczego. Łatwe przechowywanie i czyszczenie</p>";;;;;;;;;;;;file:///images/19308-large_default-dimple-spinner-pop-it-zabawka-antystresowa.jpg,file:///images/19309-large_default-dimple-spinner-pop-it-zabawka-antystresowa.jpg,file:///images/19310-large_default-dimple-spinner-pop-it-zabawka-antystresowa.jpg;;;;;;;;;;;;;;;;;;;
150;1;Gęś gniotek fidget toy;Fidget toys;8.126017;1;;1;;50;2022-12-12;2023-01-12;;;;;;;;;;;;;;;0;;;;both;8.99;;;;;;;;;;;;;;;;file:///images/19210-large_default-ges-gniotek-fidget-toy.jpg,file:///images/19208-large_default-ges-gniotek-fidget-toy.jpg,file:///images/19060-large_default-ges-gniotek-fidget-toy.jpg,file:///images/19061-large_default-ges-gniotek-fidget-toy.jpg,file:///images/19062-large_default-ges-gniotek-fidget-toy.jpg,file:///images/19063-large_default-ges-gniotek-fidget-toy.jpg,file:///images/19207-large_default-ges-gniotek-fidget-toy.jpg,file:///images/19209-large_default-ges-gniotek-fidget-toy.jpg;;;;;;;;;;;;;;;;;;;
151;1;Gniotek świnka;Gniotki antystresowe;8.12195;1;;0;;;2022-12-12;2023-01-12;;;;;;;;;;;;;;;2;;;;both;8.99;;;"<p>Słodka świnka kulka gniotek antystresowy </p>
<p>ZŁOTA ŚWINKA NA SZCZĘŚCIE </p>";"<p>Gniotek 1szt - doskonale ugniatający się. Ze złotą poświatą wewnątrz. Klasyczny gniotek w ciekawej oprawie. Możliwość ugniatania i naciągania. Gniotka można w każdej chwili umyć pod wodą.</p>
<p>* Rewelacyjny do ćwiczenia rączki w zabawny sposób, rekomendowany również jako narzędzie do rehabilitacji.</p>
<p>* Ćwiczy małą motorykę to doskonałe narzędzia do pracy podczas zajęć sensorycznych rozwijających małą motorykę</p>
<p></p>
<p>* Dorosłym osobom pomoże odreagować stres i wyciszyć emocje. Pełni funkcję gniotka odstresowywującego.</p>";;;;;;;;;;;;file:///images/19055-large_default-gniotek-swinka.jpg,file:///images/19050-large_default-gniotek-swinka.jpg,file:///images/19051-large_default-gniotek-swinka.jpg,file:///images/19052-large_default-gniotek-swinka.jpg,file:///images/19053-large_default-gniotek-swinka.jpg,file:///images/19054-large_default-gniotek-swinka.jpg;;;;;;;;;;;;;;;;;;;
152;1;Maskotka dwustronna kotek Kawaii;Fidget toys;24.382114;1;;0;;;2022-12-12;2023-01-12;;;;;;;;;;;;;;;16;;;;both;8.99;;;"<p>Maskotka dwustronna - kotek Kawaii Maskotka Kiciuś - doskonały pomysł na określanie i wyrażanie emocji.</p>
<p>To również sprytny pretekst do rozmowy o nich.</p>
<p>Dwukolorowa, dwustronna i mięciutka.</p>";;;;;;;;;;;;;file:///images/19042-large_default-maskotka-dwustronna-kotek-kawaii.jpg,file:///images/19038-large_default-maskotka-dwustronna-kotek-kawaii.jpg,file:///images/19039-large_default-maskotka-dwustronna-kotek-kawaii.jpg,file:///images/19040-large_default-maskotka-dwustronna-kotek-kawaii.jpg,file:///images/19041-large_default-maskotka-dwustronna-kotek-kawaii.jpg;;;;;;;;;;;;;;;;;;;
153;1;Zestaw tęczowy fidgets pop it + snapper;Zestawy antystresowe;24.382114;1;;0;;;2022-12-12;2023-01-12;;;;;;;;;;;;;;;199;;;;both;8.99;;;"<p>Zabawki sensoryczne 2 szt.</p>
<p>Push Pop Bubble Fidget + snapper</p>
<p>1. Fidget Bubble - Zabawka antystresowa nawiązuje do lubianej folii bąbelkowej. Można pstrykać z bąbelków w nieskończoność. Podczas tej zabawy możemy się odprężyć i rozluźnić. Dodatkowo przyciskaniu towarzyszy charakterystyczne dźwięk.</p>
<p>2. Snapper ""pstrykacz"" - Ciekawy gadżet z możliwością wciskania, dociskania i odpstrykiwania. Doskonała do ćwiczenia paluszków i doświadczania dotykiem. Na jednej stronie znajduje się przycisk niczym włącznik. Super jako narzędzie do rehabilitacji ręki.</p>
<p>Zabawki pomogą odreagować stres i wyciszyć emocje.</p>";;;;;;;;;;;;;file:///images/19029-large_default-zestaw-teczowy-fidgets-pop-it-snapper.jpg,file:///images/19037-large_default-zestaw-teczowy-fidgets-pop-it-snapper.jpg,file:///images/19026-large_default-zestaw-teczowy-fidgets-pop-it-snapper.jpg,file:///images/19025-large_default-zestaw-teczowy-fidgets-pop-it-snapper.jpg,file:///images/19030-large_default-zestaw-teczowy-fidgets-pop-it-snapper.jpg,file:///images/19031-large_default-zestaw-teczowy-fidgets-pop-it-snapper.jpg,file:///images/19032-large_default-zestaw-teczowy-fidgets-pop-it-snapper.jpg,file:///images/19033-large_default-zestaw-teczowy-fidgets-pop-it-snapper.jpg,file:///images/19034-large_default-zestaw-teczowy-fidgets-pop-it-snapper.jpg,file:///images/19035-large_default-zestaw-teczowy-fidgets-pop-it-snapper.jpg,file:///images/19036-large_default-zestaw-teczowy-fidgets-pop-it-snapper.jpg;;;;;;;;;;;;;;;;;;;
154;1;Pop it kwadrat tęczowy bubble;Popit;11.376423;1;;1;;30;2022-12-12;2023-01-12;;;;;;;;;;;;;;;45;;;;both;8.99;;;"<p>Zabawka antystresowa</p>
<p>pop it!</p>";;;;;;;;;;;;;file:///images/19024-large_default-pop-it-kwadrat-teczowy-bubble.jpg,file:///images/19023-large_default-pop-it-kwadrat-teczowy-bubble.jpg;;;;;;;;;;;;;;;;;;;
155;1;Łańcuch fidget toy chain;Fidget toys;8.12195;1;;0;;;2022-12-12;2023-01-12;;;;;;;;;;;;;;;0;;;;both;8.99;;;"<p>Możliwość łączenia ze sobą kolejnych łańcuchów.</p>
<p>Do wyboru: Niebieski-Pomarańczowy/ Zielony-Pomarańczowy/ Zielony-Niebieski.</p>
<p>Łańcuch antystresowy z którego można stworzyć dowolne kształty. Każdy ruch wydaje charakterystyczny klik. Każde ogniwo można wygiąć w pięciu kierunkach (na prawo, na lewo , na wprost, 2 x na ukos)</p>
<p></p>
<p></p>";;;;;;;;;;;;;file:///images/18999-large_default-lancuch-fidget-toy.jpg,file:///images/19000-large_default-lancuch-fidget-toy.jpg;;;;;;;;;;;;;;;;;;;
156;1;Świecący gniotek orbeez delfin;Gniotki antystresowe;17.878049;1;;0;;;2022-12-12;2023-01-12;;;;;;;;;;;;;;;393;;;;both;8.99;;;"<p>Gniotek antystresowy typu orbeez.</p>
<p>Miły w dotyku, umili czas. Odpręży, miło przelewające sie kuleczki żelowe. Po wstrząśnięciu świeci dając krystaliczne efekty. </p>
<p>łatwy do pielęgnacji, wystarczy umyć go pod wodą.</p>";"<h2>Rewelacyjny ściskacz z dużą ilością kuleczek ORBEEZ</h2>
<p>Gniotek squishy 1szt - doskonale ugniatający się. Z kuleczkami wewnątrz. Klasyczny gniotek w ciekawej oprawie. Możliwość ugniatania i naciągania.</p>
<p>* Rewelacyjny do ćwiczenia rączki w zabawny sposób, rekomendowany również jako narzędzie do rehabilitacji.</p>
<p>* Ćwiczy małą motorykę to doskonałe narzędzia do pracy podczas zajęć sensorycznych rozwijających małą motorykę</p>
<p>* Dorosłym osobom starszych pomoże odreagować stres i wyciszyć emocje. Pełni funkcję gniotka odstresowywującego.</p>
<p>----</p>
<p>Uwaga! Przeznaczone do użytku pod nadzorem dorosłego.</p>";;;;;;;;;;;;file:///images/18991-large_default-swiecacy-gniotek-orbeez-delfin.jpg,file:///images/18984-large_default-swiecacy-gniotek-orbeez-delfin.jpg,file:///images/18983-large_default-swiecacy-gniotek-orbeez-delfin.jpg,file:///images/18982-large_default-swiecacy-gniotek-orbeez-delfin.jpg,file:///images/18985-large_default-swiecacy-gniotek-orbeez-delfin.jpg,file:///images/18986-large_default-swiecacy-gniotek-orbeez-delfin.jpg,file:///images/18989-large_default-swiecacy-gniotek-orbeez-delfin.jpg,file:///images/18981-large_default-swiecacy-gniotek-orbeez-delfin.jpg,file:///images/18987-large_default-swiecacy-gniotek-orbeez-delfin.jpg;;;;;;;;;;;;;;;;;;;
157;1;Snapperz click pop it fidget Snapper;Fidget toys;16.252033;1;;0;;;2022-12-12;2023-01-12;;;;;;;;;;;;;;;469;;;;both;8.99;;;"<p>Ściśnij, puść, aby uzyskać bardzo satysfakcjonujące pop! :)</p>
<p>Mega click!, Przyssawki</p>
<p>mała motoryka</p>
<p>pomaga złagodzić stres i niepokój.</p>
<p></p>";;;;;;;;;;;;;file:///images/18954-large_default-snapperz-click-pop-it-fidget-snapper.jpg,file:///images/18951-large_default-snapperz-click-pop-it-fidget-snapper.jpg,file:///images/18952-large_default-snapperz-click-pop-it-fidget-snapper.jpg,file:///images/18953-large_default-snapperz-click-pop-it-fidget-snapper.jpg,file:///images/18955-large_default-snapperz-click-pop-it-fidget-snapper.jpg;;;;;;;;;;;;;;;;;;;
158;1;Gniotek antystresowy z ubrankiem kapturkiem;Gniotki antystresowe;7.308943;1;;0;;;2022-12-12;2023-01-12;;;;;;;;;;;;;;;59;;;;both;8.99;;;<p>Gniotek Antystresowy w stylu KAWAII <br />Słodziutki Zwierzaczek W Ubranku 1 szt.</p>;"<p>Możliwość zdejmowania, zakładania i wymiany ubranka<br />----</p>
<p>* Wypełniony piankową masą</p>
<p>* Nowa plastyczna formuła</p>
<p>* Ciekawe doznania sensoryczne</p>
<p>* Wspomaga małą motorykę i ćwiczy rączki</p>
<p>----</p>
<p>Wnętrze wypełnione masą piankową. Można ją ugniatać i ugniatać :). Klasyczne gniotki w nowatorskiej formule - pianka slime ukryta we wnętrzu gniotka. Możliwość ugniatania i naciągania. Gniotka można w każdej chwili umyć pod wodą. Kolor: zielony, biały, różowy, cytrynowy.</p>
<p>* Rewelacyjny do ćwiczenia rączki w zabawny sposób, rekomendowany również jako narzędzie do rehabilitacji.<br />* Ćwiczy małą motorykę to doskonałe narzędzia do pracy podczas zajęć sensorycznych rozwijających małą motorykę<br />* Dorosłym osobom pomoże odreagować stres i wyciszyć emocje. Pełni funkcję gniotka odstresowywującego.<br />* Pomocny w ćwiczeniu skupienia uwagi np. podczas zajęć.<br />----</p>
<p>Istnieje możliwość wskazania koloru w formularzu zakupowym w polu wiadomość dla sprzedającego. W przypadku braku wskazania, kolor niespodzianka.</p>
<p>Uwaga! Przeznaczone do użytku pod nadzorem dorosłego.</p>";;;;;;;;;;;;file:///images/25866-large_default-gniotek-antystresowy-z-ubrankiem-kapturkiem.jpg,file:///images/25867-large_default-gniotek-antystresowy-z-ubrankiem-kapturkiem.jpg,file:///images/25868-large_default-gniotek-antystresowy-z-ubrankiem-kapturkiem.jpg;;;;;;;;;;;;;;;;;;;
159;1;Pop it minnie mouse fidget toy;Popit;19.504065;1;;0;;;2022-12-12;2023-01-12;;;;;;;;;;;;;;;292;;;;both;8.99;;;"<p>Duży Pop It!</p>
<p>Kształt Myszka Minnie</p>
<p>Tęczowe kolory</p>";;;;;;;;;;;;;file:///images/18918-large_default-pop-it-minnie-mouse-fidget-toy.jpg,file:///images/18919-large_default-pop-it-minnie-mouse-fidget-toy.jpg,file:///images/18920-large_default-pop-it-minnie-mouse-fidget-toy.jpg;;;;;;;;;;;;;;;;;;;
160;1;Pop it popit fidget toy push bubble simple dimple;Fidget toys;6.578049;1;;1;;10;2022-12-12;2023-01-12;;;;;;;;;;;;;;;164;;;;both;8.99;;;"<p>Brelok bąbelkami do wciskania - po wciśnięciu  wyraźny dźwięk POP IT!</p>
<p>SIMPLE DIMPLE</p>
<p>- karabińczyk</p>
<p></p>";"<p>- działa antystresowo i odstresowująco, posiada karabińczyk </p>
<p>- dla dzieci i dorosłych</p>
<p>- kolor ""przycisków"" - różowy, niebieski i zielony, pomarańczowa</p>
<p>- ~ 7x8x1,2 cm</p>
<p>- rzeczywiste zdjęcia</p>";;;;;;;;;;;;file:///images/18869-large_default-pop-it-popit-fidget-toy-push-bubble-simple-dimple.jpg,file:///images/18868-large_default-pop-it-popit-fidget-toy-push-bubble-simple-dimple.jpg,file:///images/18870-large_default-pop-it-popit-fidget-toy-push-bubble-simple-dimple.jpg;;;;;;;;;;;;;;;;;;;
161;1;Popit Jumbo Gigant XL Motyl;Popit;65.03252;1;;0;;;2022-12-12;2023-01-12;;;;;;;;;;;;;;;5;;;;both;8.99;;;<p>Nieskończona ilość bąbelków. Mega duży panel. Długość 44cm</p>;;;;;;;;;;;;;file:///images/20364-large_default-popit-jumbo-gigant-xl.jpg,file:///images/20365-large_default-popit-jumbo-gigant-xl.jpg;;;;;;;;;;;;;;;;;;;
